title,imdb_id,existing_budget,scraped_budget,scraped_boxoffice,release_year,budget_difference
A Ring of Endless Light,tt0282123,,,,,
A View to a Kill,tt0090264,,30000000.0,50337730.0,,
Præsten i Vejlby,tt0022284,,,,,
Diary of a Country Priest,tt0583846,,,,,
Diaochan,tt2244920,,,,,
Fellini's Casanova,tt0074291,,,227.0,,
The Royal Scandal,tt30102397,,,,,
Solaris,tt0069293,,1000000.0,229210.0,,
The Letter,tt21108608,,,,,
Alex Cross,tt1712170,,35000000.0,34618867.0,,
"The Book of Mormon Movie, Vol. 1: The Journey",tt0349159,,1500000.0,1680020.0,,
The Three Must-Get-Theres,tt0013674,,,,,
Lenny,tt0071746,,2700000.0,,,
Encore,tt33036530,,,,,
Gentleman's Agreement,tt0039416,,1985000.0,,,
Das Boot,tt0082096,,32000000.0,11488778.0,,
Ride the Pink Horse,tt0039768,,,,,
The Taebaek Mountains,tt0111348,,,,,
Run for the Sun,tt0049696,,,,,
Live Flesh,tt0118819,,,1786844.0,,
Blithe Spirit,tt10334148,,,964832.0,,
The Runner Stumbles,tt0079831,,2500000.0,,,
The Prince of Tides,tt0102713,,30000000.0,74787599.0,,
My Girl and I,tt29363433,,50.0,,,
The Woman in the Fifth,tt7737800,,,836057.0,,
Momo,tt0091537,,,,,
Caravan to Vaccarès,tt0071278,,,,,
Summer of the Seventeenth Doll,tt0053321,,,,,
The Queen of Spades,tt0041776,,,,,
Let the Right One In,tt14367168,,,,,
Prozac Nation,tt0236640,,9000000.0,129364.0,,
Dragonlance: Dragons of Autumn Twilight,tt0825245,,,,,
Dragon: The Bruce Lee Story,tt0106770,,14000000.0,63513743.0,,
Journey 2: The Mysterious Island,tt1397514,,79000000.0,335288576.0,,
The Black Corsair,tt0074349,,,,,
The Trail of the Lonesome Pine,tt0028401,,,,,
Wag the Dog,tt0120885,,15000000.0,64256513.0,,
Sounder,tt0069303,,,,,
Hellboy: Sword of Storms,tt0810895,,5000000.0,,,
The Cross and the Switchblade,tt0068428,,,,,
Dracula,tt0103874,,40000000.0,215862692.0,,
Spring Snow,tt0162026,,,,,
Blood and Roses,tt0053802,,,,,
Christine,tt0085333,,9700000.0,21045763.0,,
Hogfather,tt0765458,,,,,
The Incite Mill,tt1586753,,,15219610.0,,
Hamilton,tt8503618,,,,,
The Day the Earth Stood Still,tt0970416,,80000000.0,233093859.0,,
Devil in a Blue Dress,tt0112857,,27000000.0,16141551.0,,
The Lost Empire,tt0230011,,120000000.0,186053725.0,,
Hocuspocus,tt0107120,,28000000.0,48706598.0,,
Lady Chatterley's Lover,tt14369780,,,,,
The Last of the Mohicans,tt0104691,,40000000.0,75506530.0,,
Monte Carlo,tt1067774,,20000000.0,39782697.0,,
The Adventures of Ichabod and Mr. Toad,tt0041094,,,,,
The Egg and I,tt0039349,,1900000.0,,,
The Life of Oharu,tt0045112,,,6921.0,,
Yakshi,tt2448852,,15000000.0,,,
The Chronicles of Narnia: Prince Caspian,tt0499448,,225000000.0,419665568.0,,
Dr. Jekyll and Mr. Hyde,tt0022835,,535000.0,16615.0,,
MacArthur's Children,tt0088093,,,,,
New Moon,tt1259571,,50000000.0,711048123.0,,
Legend of Earthsea,tt0407384,,,,,
The Wind,tt0031381,,3977000.0,402382193.0,,
The Fabulous Journey to the Center of the Earth,tt0373051,,60000000.0,244232688.0,,
Death Takes a Holiday,tt0025037,,,,,
The Pledge,tt0237572,,35000000.0,29419291.0,,
Needful Things,tt0107665,,,15185672.0,,
"No te ofendas, Beatriz",tt0268501,,,,,
Freejack,tt0104299,,30000000.0,17129026.0,,
Wait Until Dark,tt0062467,,3000000.0,,,
The Fighter,tt0964517,,25000000.0,129190869.0,,
The Informant!,tt1130080,,22000000.0,41771168.0,,
The Broken Wings,tt0212295,,,,,
Something Borrowed,tt0491152,,35000000.0,65100369.0,,
The Princess Blade,tt0310149,,,77567.0,,
My Father's Glory,tt0099669,,,1730856.0,,
On the Road,tt0337692,,25000000.0,9617377.0,,
Treasure Island,tt0025907,,,4957320.0,,
The Weaker Sex,tt0040952,,,,,
Pippi Longstocking,tt0366905,,,34071.0,,
Deliverance,tt0068473,,2000000.0,4550.0,,
Ragtime,tt0082970,,,14920781.0,,
The Manchurian Candidate,tt0368008,,80000000.0,96105910.0,,
Such a Long Journey,tt0120848,,,44364.0,,
Private Fears in Public Places,tt0498120,,12800000.0,6855294.0,,
Praesten i Vejlby,tt0022284,,,,,
Young Sherlock Holmes,tt0090357,,18000000.0,19739575.0,,
Izu no odoriko,tt0391249,,,,,
Chipollino,tt2474800,,,,,
Touch of Evil,tt0052311,,829000.0,2285063.0,,
The Stowaway,tt9203694,,10000000.0,,,
National Velvet,tt0037120,,,,,
Jurassic Park,tt0107290,,63000000.0,1104379926.0,,
Lawless,tt1212450,,26000000.0,55404207.0,,
Candyman,tt0103919,,6000000.0,25795897.0,,
NetForce,tt0158423,,20000000.0,,,
Circle of Power,tt0085340,,,,,
The Polar Express,tt0338348,,165000000.0,318557595.0,,
Death Sentence,tt0804461,,20000000.0,16974459.0,,
Dr. Jekyll and Mr. Hyde,tt0022835,,535000.0,16615.0,,
Day Watch,tt0409904,,4200000.0,42918532.0,,
The Haunting,tt6763664,,,,,
Little House on the Prairie,tt0071007,,,,,
El Casamiento de Laucha,tt0178306,,,,,
Legends of the Fall,tt0110322,,30000000.0,160638883.0,,
From the Manger to the Cross,tt0002199,,,,,
Malice in Wonderland,tt0374853,,,,,
Dawn,tt0363547,,26000000.0,102280154.0,,
Playing Beatie Bow,tt0091766,,4400000.0,,,
The Falcon Takes Over,tt0034716,,,,,
Story of O,tt0073115,,,,,
Alraune,tt0017621,,,,,
On Her Majesty's Secret Service,tt0064757,,7000000.0,22828813.0,,
Scary Godmother: The Revenge Of Jimmy,tt0489554,,,,,
Victory,tt0083284,,10000000.0,10853418.0,,
Undercover Kitty,tt0279231,,5328737.0,5029543.0,,
The Return of Sherlock Holmes,tt0090509,,,,,
The Balcony,tt1515736,,,57945.0,,
The Hasty Heart,tt0041445,,,,,
Red Dragon,tt0289765,,78000000.0,209196298.0,,
Un aller simple,tt0242981,,,,,
The Count of Monte Cristo,tt29547746,,,,,
Odd Man Out,tt0039677,,,65759.0,,
Bang the Drum Slowly,tt0069765,,,,,
Darkness Falls,tt0282209,,11000000.0,47488536.0,,
JFK,tt0102138,,40000000.0,205405498.0,,
Circle of Deceit,tt0082429,,,,,
Lilac Ball,tt0093419,,,,,
Skinwalkers,tt0461703,,,3269736.0,,
Les liaisons dangereuses,tt15548032,,,,,
Ring of Bright Water,tt0064893,,,,,
Buffalo Soldiers,tt0252299,,15000000.0,2300684.0,,
"Der Mann, der sich in Luft auflöste",tt0081117,,,,,
Panique,tt0038824,,,46041.0,,
Mr. Topaze,tt0055201,,,,,
Chitchat on the nile,tt7657566,,90000000.0,137307235.0,,
Stars and Bars,tt0096166,,7500000.0,,,
Dolores Claiborne,tt0109642,,,24361867.0,,
Dil Diya Dard Liya,tt0060310,,,,,
Only When I Larf,tt0063390,,,,,
Anna Christie,tt0020641,,376000.0,,,
Daddy,tt0317303,,60000000.0,164433867.0,,
Hunger,tt1392170,,78000000.0,695220619.0,,
Gentlemen Marry Brunettes,tt0048111,,,,,
The Grass Harp,tt0113211,,8000000.0,559771.0,,
Diabolique,tt0116095,,,17100266.0,,
Third Man on the Mountain,tt0053352,,2000000.0,,,
The King and I,tt0049408,,4550000.0,21320209.0,,
Gantz,tt0434685,,,,,
Gösta Berlings saga,tt0014109,,,,,
Gaby,tt0049247,,1863000.0,,,
A Portrait of the Artist as a Young Man,tt0079740,,,,,
The Mysterious Island,tt1397514,,79000000.0,335288576.0,,
Journey to the Center of the Earth,tt0373051,,60000000.0,244232688.0,,
Hunger,tt1392170,,78000000.0,695220619.0,,
The Prestige,tt0482571,,40000000.0,109676311.0,,
Sphere,tt0120184,,80000000.0,37020277.0,,
Prem Sanyas,tt0016240,,,,,
Mystic River,tt0327056,,25000000.0,156595191.0,,
Full of Life,tt6212814,,,,,
Antique,tt1205551,,,5643207.0,,
Stars of Eger,tt0062925,,,,,
David Harum,tt0025035,,,,,
Daniel Dafoe's Robinson Crusoe,tt0117496,,,183886.0,,
Winterset,tt0028511,,,,,
The Light at the Edge of the World,tt0067345,,11000000.0,,,
The Wrong Move,tt0071483,,620000.0,,,
Lotta på Bråkmakargatan,tt0104761,,,,,
Scarlett,tt0108915,,,,,
John Carter,tt0401729,,250000000.0,284139100.0,,
Killer Elite,tt1448755,,70000000.0,57084522.0,,
The Gruffalo's Child,tt2132486,,,263226.0,,
Oliver Twist,tt0380599,,60000000.0,42580321.0,,
Nightmare Alley,tt7740496,,60000000.0,39629195.0,,
The Shining,tt0081505,,19000000.0,47959450.0,,
Quiet Chaos,tt0929412,,,11326121.0,,
The Cheetah Girls 2,tt0800318,,,,,
The Amityville Horror,tt0384806,,19000000.0,107516369.0,,
Charlotte's Web,tt0413895,,85000000.0,148964660.0,,
Whistle Down the Wind,tt0055618,,148000.0,,,
Down House,tt2334879,,150000000.0,205366737.0,,
Escape to Witch Mountain,tt0072951,,,20000000.0,,
The Sea Around Us,tt0044009,,,,,
Emil i Lönneberga,tt0201380,,,,,
The State Counsellor,tt0450158,,4000000.0,7726507.0,,
Ripley's Game,tt0265651,,30000000.0,6200970.0,,
The Arrangement,tt4941288,,,,,
Cool Hand Luke,tt0061512,,3200000.0,1767.0,,
Jeremiah Johnson,tt0068762,,3100000.0,,,
Anna Karenina,tt1781769,,40600000.0,68929150.0,,
True Grit,tt1403865,,38000000.0,252278285.0,,
Without Dowry,tt0028622,,,,,
Sarah... Ang Munting Prinsesa,tt0281168,,,,,
Det største spillet,tt0062313,,,,,
Cutie Honey,tt0409860,,,453906.0,,
Ice Age,tt0268380,,59000000.0,383257136.0,,
Disclosure,tt0109635,,55000000.0,214015089.0,,
Streamers,tt0086377,,,378452.0,,
The Adventures of Baron Munchausen,tt0096764,,46630000.0,8083123.0,,
The Help,tt1454029,,25000000.0,221802186.0,,
Miracle of the White Stallions,tt0057312,,,,,
24 Hours of a Woman's Life,tt0044330,,,,,
Rogue Male,tt0075151,,,,,
Act of Love,tt0080331,,,,,
Good Little Girls,tt0066217,,,,,
Where the Red Fern Grows,tt0072402,,,,,
XIII,tt1713938,,,,,
Zaza,tt0014636,,,,,
The Drop Kick,tt0017832,,,,,
The Object of My Affection,tt0120772,,15000000.0,46905889.0,,
Wild at Heart,tt0100935,,9500000.0,14572846.0,,
Forrest Gump,tt0109830,,55000000.0,678226465.0,,
Presumed Innocent,tt17677860,,,,,
The Agitator,tt0036588,,,,,
Rise of the Guardian,tt6032558,,,,,
Belphégor - Le fantôme du Louvre,tt0214529,,105000000.0,2863896.0,,
She,tt0086765,,,,,
"Greystoke - The Legend of Tarzan, Lord of the Apes",tt0087365,,30000000.0,45858563.0,,
Sharpe's Enemy,tt0111157,,,,,
The Man Who Could Cheat Death,tt0053041,,84000.0,,,
Killshot,tt0443559,,,2961647.0,,
Jumper,tt0489099,,85000000.0,225132113.0,,
The Four Feathers,tt0240510,,35000000.0,29882645.0,,
The Hours,tt0274558,,25000000.0,108846217.0,,
Bridget Jones's Diary,tt0243155,,25000000.0,334273059.0,,
Bel Ami,tt1440732,,,9374932.0,,
Knight Without Armour,tt0029087,,300000.0,,,
Anne of Green Gables,tt0088727,,,,,
Don Quixote,tt0181212,,18000000.0,,,
Held to Answer,tt0014123,,,,,
Family Plot,tt0074512,,4490375.0,111.0,,
Betty Blue,tt0090563,,,2016851.0,,
Sharpe's Waterloo,tt0120111,,,,,
Shiloh 2: Shiloh Season,tt0175159,,,58946.0,,
The Phantom of the Opera,tt0293508,,70000000.0,154674241.0,,
Time Regained,tt0189142,,65000000.0,249011.0,,
Fifty Dead Men Walking,tt1097643,,6000000.0,812872.0,,
Pan,tt3332064,,150000000.0,128988320.0,,
Freaky Friday,tt0322330,,20000000.0,160849833.0,,
O filos mou o Lefterakis,tt0179813,,,,,
The Wedding Date,tt0372532,,15000000.0,47096206.0,,
The Bad Seed,tt0048977,,1000000.0,,,
The Phoney Civilization,tt2215633,,,,,
Roadhouse Nights,tt0021305,,,,,
The Canterville Ghost,tt2403439,,,3790424.0,,
Rozina sebranec,tt0176107,,,,,
The Prisoner of Second Avenue,tt0072034,,,,,
A Prize of Gold,tt0048514,,,,,
Scrooged,tt0096061,,32000000.0,60329560.0,,
Dr. Jekyll and Ms. Hyde,tt0112895,,8000000.0,2763020.0,,
Anna Karenina,tt1781769,,40600000.0,68929150.0,,
Watchers Reborn,tt0129568,,,,,
Solar Crisis,tt0100649,,55000000.0,,,
The Secret in Their Eyes,tt1305806,,2000000.0,35079650.0,,
Ocean Waves,tt0108432,,,87738.0,,
High Fidelity,tt0146882,,30000000.0,47126295.0,,
The Straw Hat,tt21240944,,,,,
Far from the Madding Crowd,tt2935476,,12000000.0,30599369.0,,
The Passionate Demons,tt0056184,,,,,
The New Gulliver,tt0026793,,,,,
A Clockwork Orange,tt0066921,,2200000.0,27034174.0,,
The Last Sin Eater,tt0810928,,2200000.0,388390.0,,
Persuasion,tt13456318,,,,,
Tom Jones,tt0057590,,1000000.0,,,
The End of the Affair,tt0172396,,23000000.0,10827816.0,,
Firebreather,tt1782440,,,,,
Platoon Leader,tt0095877,,,1348771.0,,
Die Heiden von Kummerow und ihre lustigen Streiche,tt0061755,,,,,
Saving Shiloh,tt0472175,,,,,
Eleanor and Franklin,tt0074464,,,,,
The Lives of a Bengal Lancer,tt0026643,,,3270000.0,,
La Moustache,tt0428856,,,3044771.0,,
The Hound of the Baskervilles,tt0052905,,,,,
Tomie: Revenge,tt0474963,,,,,
At the Beginning of Glorious Days,tt32507958,,,,,
Aisha,tt14397058,,,65344.0,,
Emmanuelle,tt20247888,,,647798.0,,
Shining Through,tt0105391,,,43838238.0,,
The Effect of Gamma Rays on Man-in-the-Moon Marigolds,tt0068528,,,84823.0,,
Hyenas,tt0104467,,,24672.0,,
The Glass Key,tt0034798,,,,,
Punch,tt0272338,,25000000.0,24679535.0,,
The War of the Worlds,tt9686194,,,,,
Das Millionenspiel,tt0066079,,,,,
The League of Extraordinary Gentlemen,tt0311429,,78000000.0,179265204.0,,
The Adventures of Sherlock Holmes and Dr. Watson,tt8127644,,,,,
The Great Gatsby,tt1343092,,105000000.0,353660028.0,,
Dracula,tt0103874,,40000000.0,215862692.0,,
A Kiss Before Dying,tt0049414,,,,,
The Heiress,tt0041452,,2600000.0,158.0,,
Jacquou le Croquant,tt0418758,,,6700780.0,,
"Bill Bergson, Master Detective",tt0039649,,,,,
The Hound of the Baskervilles,tt0052905,,,,,
Bonjour tristesse,tt0051429,,,446.0,,
No Way Out,tt0093640,,15000000.0,35509515.0,,
Less Than Zero,tt0093407,,8000000.0,12396383.0,,
Secrets,tt0295297,,100000000.0,882546027.0,,
Sophie's Choice,tt0084707,,12000000.0,30036166.0,,
Fando & Lis,tt0061643,,100000.0,1897.0,,
Secret Sunshine,tt0817225,,,11583380.0,,
Everything Must Go,tt1531663,,5000000.0,2820490.0,,
The Perfect Storm,tt0177971,,140000000.0,328718434.0,,
Danielle Steel's 'Palomino',tt0102624,,,,,
The Jack Bull,tt0171410,,,,,
Alibi,tt0097500,,,18699037.0,,
Uncle Tom's Cabin,tt0260472,,,,,
Tow Truck Pluck,tt1154222,,,,,
Totally True Love,tt1648099,,18000000.0,2221278.0,,
Vanina Vanini,tt0055585,,,,,
Darker than Amber,tt0065610,,,,,
Mack the Knife,tt0097800,,9000000.0,,,
Blood and Sand,tt1442449,,,,,
The Hunchback of Notre Dame,tt0116583,,100000000.0,325338851.0,,
"Crouching Tiger, Hidden Dragon",tt0795363,,,,,
Kiss Me Deadly,tt0048261,,410000.0,952000.0,,
How Green Was My Valley,tt0033729,,1250000.0,865.0,,
Busters verden,tt0087013,,,,,
Danielle Steel's A Perfect Stranger,tt0110809,,,,,
The Secret of Moonacre,tt0396707,,32000000.0,7162618.0,,
The Treasure of the Sierra Madre,tt0040897,,3000000.0,5014000.0,,
When Worlds Collide,tt0044207,,936000.0,,,
South Riding,tt1688606,,,,,
Great Expectations,tt0119223,,25000000.0,55494066.0,,
Il bell'Antonio,tt0053643,,67000000.0,,,
Obsession,tt18831118,,,,,
Flesh for Frankenstein,tt0071508,,300000.0,,,
The Three Muscatels,tt0299179,,,,,
Anatomy of a Murder,tt0052561,,,194.0,,
A Slope in the Sun,tt33885270,,,,,
The Big Year,tt1053810,,41000000.0,8179416.0,,
Son of the Morning Star,tt0102962,,,,,
The Pride and the Passion,tt0050858,,4000000.0,,,
Great Expectations,tt0119223,,25000000.0,55494066.0,,
Waldrausch,tt0076903,,,,,
Opernball,tt0129277,,,,,
"Bright Lights, Big City",tt0094799,,25000000.0,16118077.0,,
Without a Clue,tt0096454,,,8539181.0,,
Empire of the Sun,tt0092965,,35000000.0,22239121.0,,
Dragonwyck,tt0038492,,1900000.0,5434.0,,
Cape Fear,tt0101540,,35000000.0,182291969.0,,
A Simple Plan,tt0120324,,30000000.0,16316273.0,,
Blood and Sand,tt1442449,,,,,
Mysterious Island,tt1397514,,79000000.0,335288576.0,,
Grendel Grendel Grendel,tt32338814,,,,,
The Iron Mask,tt6218010,,49000000.0,8685794.0,,
Despoinis eton 39,tt0181472,,,,,
Young Adam,tt0289635,,6400000.0,2561820.0,,
Cape Fear,tt0101540,,35000000.0,182291969.0,,
Jungle Girl,tt0033776,,,,,
The Plastic Age,tt0016226,,,,,
Phantom of the Paradise,tt0071994,,1300000.0,2245.0,,
Thérèse Desqueyroux,tt1654829,,12700000.0,4408087.0,,
The Great Gatsby,tt1343092,,105000000.0,353660028.0,,
A Tale of Two Cities,tt0027075,,1232000.0,,,
A Good Man in Africa,tt0109920,,20000000.0,2308390.0,,
Like Water for Chocolate,tt29258436,,,,,
Journey to the Center of the Earth,tt0373051,,60000000.0,244232688.0,,
Children of the Corn,tt0087050,,800000.0,14568989.0,,
Soldier of Orange,tt0076734,,5000000.0,,,
Destination Moon,tt0042393,,592000.0,,,
The Trials of Henry Kissinger,tt0326306,,,521266.0,,
Malpertuis,tt0067386,,,,,
Pollyanna,tt0054195,,,,,
Rascal,tt8993398,,,,,
Immensee,tt0036036,,,,,
The Man Who Killed Don Quixote,tt1318517,,17000000.0,2433457.0,,
The Assault,tt3660850,,,,,
Anne of Avonlea,tt0092571,,,,,
Lady in the Lake,tt14022668,,,,,
The Desert Fox: The Story of Rommel,tt0043461,,,,,
Constantine,tt0360486,,100000000.0,230884728.0,,
Freaky Friday,tt0322330,,20000000.0,160849833.0,,
The Secret,tt33204697,,,,,
Love in the Afternoon,tt0050658,,2100000.0,718.0,,
S/Y Joy,tt0098241,,,,,
Tiempo de silencio,tt0092093,,,,,
Captain Blood,tt0026174,,1200000.0,,,
A Christmas Carol,tt1067106,,200000000.0,325286646.0,,
De blå ulvene,tt0106443,,,,,
John Dies at the End,tt1783732,,,141951.0,,
Animals United,tt1620449,,,51883642.0,,
Deadly Friend,tt0090917,,,8988731.0,,
Cell 211,tt1242422,,3500000.0,19305314.0,,
Fried Green Tomatoes,tt0101921,,11000000.0,119418501.0,,
The Big Clock,tt0040160,,,,,
The Proud Twins,tt0079376,,,,,
Dream of Love,tt10759336,,,,,
Motherland Hotel,tt0092558,,,12328.0,,
Lightnin',tt1034419,,,,,
The Brothers Lionheart,tt0075790,,,13184.0,,
Bluebeard's 8th Wife,tt0029929,,,,,
Apocalypse Now Redux,tt0078788,,31500000.0,105086099.0,,
Black Like Me,tt0057889,,273000.0,,,
Far from the Madding Crowd,tt2935476,,12000000.0,30599369.0,,
Zodiac,tt0443706,,65000000.0,84786496.0,,
The Only Way,tt0066185,,,,,
Carmen Jones,tt0046828,,750000.0,,,
The Gnome-Mobile,tt0061715,,,,,
The Leopard Man,tt0036104,,,,,
Poseidon,tt0409182,,160000000.0,181674817.0,,
The Devils,tt0291131,,,52047.0,,
The Silence of Dean Maitland,tt0026995,,,,,
Greyfriars Bobby: The True Story of a Dog,tt0054944,,,721203.0,,
Fortunes of Captain Blood,tt0042474,,,,,
Alatriste,tt0395119,,24000000.0,23482607.0,,
Anna and the King of Siam,tt0038303,,,,,
Murder in Three Acts,tt0091572,,,,,
Cyrano de Bergerac,tt0099334,,100000000.0,5822041.0,,
Jeppe på bjerget,tt0082583,,,,,
Traces of Stones,tt0061017,,,,,
Fair Game,tt0977855,,22000000.0,25806953.0,,
Snow Queen,tt29519891,,,,,
Apoorva Sagodharargal,tt0096827,,,5484000.0,,
The Keys of the Kingdom,tt0036983,,3000000.0,,,
All My Sons,tt0040087,,,,,
The Puppet Masters,tt0111003,,,8647042.0,,
Bram Stoker's Dracula,tt0103874,,40000000.0,215862692.0,,
Doomsday,tt21357150,,,,,
To Live,tt0110081,,,2332728.0,,
Greed in the Sun,tt0056917,,,,,
A Separate Peace,tt0069249,,,,,
Cyrano de Bergerac,tt0099334,,100000000.0,5822041.0,,
"I, the Jury",tt0084112,,,1515578.0,,
The Three Musketeers,tt1509767,,75000000.0,132274484.0,,
The Bride with White Hair,tt0106342,,,,,
The Elusive Avengers,tt0060747,,,,,
White Oleander,tt0283139,,16000000.0,21672284.0,,
The Jane Austen Book Club,tt0866437,,,7163566.0,,
Ordinary People,tt0081283,,6000000.0,54766923.0,,
Arashi,tt0498465,,,18418889.0,,
Without Benefit of Clergy,tt0012856,,,,,
Clueless,tt0112697,,12000000.0,56697748.0,,
Apocalypse Now,tt0078788,,31500000.0,105086099.0,,
The Postman Always Rings Twice,tt0082934,,12000000.0,12383416.0,,
The Smart Aleck,tt0144908,,,,,
The Host,tt0468492,,12215500000.0,89433506.0,,
The Last of the Mohicans,tt0104691,,40000000.0,75506530.0,,
Brick Lane,tt0940585,,,3796190.0,,
The Diary of Anne Frank,tt0052738,,3800000.0,,,
"Du är inte klok, Madicken",tt0079087,,4000000.0,,,
American Splendor,tt0305206,,,7986084.0,,
The Eternal Sapho,tt0006638,,,,,
Pierścień i róża,tt0092426,,,,,
Forbidden Fruit,tt32992598,,,,,
Vertigo,tt0052357,,2479000.0,7809098.0,,
Our Man in Havana,tt0054152,,,,,
Life of an Expert Swordsman,tt0206478,,,,,
The Quiet American,tt0258068,,30000000.0,27674124.0,,
The Hurricane,tt0174856,,50000000.0,73956241.0,,
If I Were King,tt0030265,,,,,
Inherit the Wind,tt0053946,,2000000.0,,,
Largo Winch,tt23049322,,,3641429.0,,
Camille,tt0094828,,,3331892.0,,
Anacleto se divorcia,tt0262227,,,,,
Der Hund von Baskerville,tt0004121,,,,,
A Gentleman of Leisure,tt0131407,,,,,
Komisario Palmun erehdys,tt0054001,,,,,
The Man Who Loved Yngve,tt1114723,,,2574471.0,,
The Mugger,tt0151666,,,,,
The Haunting Hour Volume One: Don't Think About It,tt0905994,,3000000.0,,,
Dear John,tt0094447,,,,,
The Hunchback of Notre Dame II,tt0257778,,,,,
The Ring Virus,tt0289424,,,1533116.0,,
"Ariane, jeune fille russe",tt0149705,,,,,
The Flowers of War,tt13666674,,,,,
John Loves Mary,tt0041526,,1346000.0,,,
"I, the Jury",tt0084112,,,1515578.0,,
1984,tt0087803,,3000000.0,8431544.0,,
The World is Big and Salvation Lurks Around the Corner,tt1178197,,,291275.0,,
Start the Revolution Without Me,tt0066402,,,,,
Resurrection,tt33043892,,,,,
Kidnapped,tt1629377,,,969024.0,,
Rhapsody,tt1727824,,52000000.0,910813521.0,,
The Illusionist,tt0443543,,16500000.0,87892388.0,,
The Devil is a Woman,tt0026276,,800000.0,2495.0,,
Ichi the Killer,tt0296042,,1400000.0,80631.0,,
Zanna Bianca,tt0069536,,,,,
Golet in the Valley,tt0113191,,,,,
Sweet Rush,tt1360887,,,265670.0,,
I'm Not Rappaport,tt0116601,,,26011.0,,
Ricky Rapper and the Bicycle Thief,tt1380190,,1700000.0,3185880.0,,
The Unbearable Lightness of Being,tt0096332,,17000000.0,10006806.0,,
Exit to Eden,tt0109758,,25000000.0,6841570.0,,
The Hound of the Baskervilles,tt0052905,,,,,
Der Jäger von Fall,tt0132262,,,,,
The Paper Chase,tt0070509,,,,,
Quo Vadis,tt0043949,,7623000.0,101486.0,,
Krabat,tt0772181,,10000000.0,13042251.0,,
The Male Animal,tt0035020,,,,,
Morphine,tt1186366,,,791917.0,,
Everything Is Illuminated,tt0404030,,7000000.0,3601974.0,,
The Lost World,tt0119567,,73000000.0,618638999.0,,
Pride and Prejudice,tt0414387,,28000000.0,121616555.0,,
Vampyr,tt0023649,,,,,
Tonio Kröger,tt0058670,,,,,
The Elective Affinities,tt0115478,,,,,
"Murder, My Sweet",tt0037101,,400000.0,,,
Wuthering Heights,tt32897959,,,,,
Angels & Insects,tt0112365,,4997987.0,3414301.0,,
Heat,tt0113277,,60000000.0,187436818.0,,
Back Street,tt0845088,,,,,
Midshipman Easy,tt0026713,,,,,
Danton,tt0083789,,,,,
The Best of Everything,tt0052619,,2500000.0,,,
The Trapp Family,tt0049876,,,,,
Masoom,tt0085913,,,,,
A Room with a View,tt0091867,,3000000.0,21059122.0,,
Gorky Park,tt0085615,,15000000.0,15856028.0,,
Midnight in the Garden of Good and Evil,tt0119668,,35000000.0,25105255.0,,
U Turn,tt0120399,,19000000.0,6682098.0,,
"Farewell, My Queen",tt1753813,,,6366835.0,,
The Dawning,tt0094955,,,,,
The Blue Mountains Mystery,tt0011981,,,,,
Waltzing Regitze,tt0097155,,,,,
Forever Amber,tt0039391,,6000000.0,,,
The Youth of Peter the Great,tt0346336,,,2799773.0,,
Have Mercy on Us All,tt0446707,,,6189879.0,,
The Memory of a Killer,tt0374345,,2500000.0,712387.0,,
For Whom the Bell Tolls,tt0035896,,3000000.0,,,
To Have and to Hold,tt0043051,,,,,
Hell Below Zero,tt0047072,,1000000.0,,,
Red Riding Hood,tt1486185,,42000000.0,90260376.0,,
Big Fish,tt0319061,,70000000.0,123235422.0,,
The Green Room,tt0077315,,,509.0,,
The Man Who Could Work Miracles,tt0029201,,,,,
Not Quite Human,tt0093649,,,,,
Outward Bound,tt0021225,,,,,
That Obscure Object of Desire,tt7781798,,,,,
The Possessed,tt14438348,,3500000.0,232706.0,,
Coriolanus,tt1372686,,,2435325.0,,
Las edades de Lulú,tt0099484,,,,,
Driving Miss Daisy,tt0097239,,7500000.0,145793296.0,,
Barrister Parvateesam,tt0266303,,,,,
Diary of a Mad Black Woman,tt0422093,,5500000.0,50652203.0,,
All the President's Men,tt0074119,,8500000.0,70601199.0,,
Out of the Past,tt0039689,,,,,
Snow Angels,tt0453548,,,414404.0,,
Flight of the Intruder,tt0099587,,35000000.0,14587732.0,,
Damage,tt0104237,,,7532911.0,,
Savages,tt1615065,,45000000.0,82966152.0,,
Himizu,tt1900893,,,1234841.0,,
From Prada to Nada,tt0893412,,,4072098.0,,
The Prisoner of Zenda,tt0029442,,1250000.0,,,
Six Degrees of Separation,tt0108149,,12000000.0,6405918.0,,
Army of Shadows,tt0064040,,,931732.0,,
Mister Foe,tt0466816,,3800000.0,2149799.0,,
Invasion of the Body Snatchers,tt0077745,,3500000.0,24949050.0,,
The Truce,tt0117959,,,,,
Tomie: Another Face,tt0284565,,,,,
The Sum of All Fears,tt0164184,,68000000.0,193921372.0,,
Atlas Shrugged: Part I,tt0480239,,20000000.0,4627375.0,,
Onegin,tt0119079,,14000000.0,206128.0,,
The Three Musketeers,tt1509767,,75000000.0,132274484.0,,
84 Charing Cross Road,tt0090570,,,1083486.0,,
Ballet Shoes,tt1083845,,,,,
Jesus' Son,tt0186253,,2500000.0,1302067.0,,
The L-Shaped Room,tt0057239,,,161.0,,
Neerum Neruppum,tt0248228,,,,,
Dunja,tt0048024,,,,,
The River Why,tt1241329,,,,,
Boy Culture,tt0433350,,500000.0,269589.0,,
Paradise Kiss,tt0498443,,,,,
