budget,revenue,movie_wikidata_id
,,Q12129612
72000000,408000000,Q22432
,,Q116068
,,Q126652
,,Q129873
,585349010,Q212689
,,Q282804
,,Q406920
,,Q559664
,,Q625141
,,Q706444
,11403790,Q844382
,,Q846987
,,Q945735
,1918117,Q1056568
,,Q1078811
,5471088,Q1091172
,,Q1091717
,,Q1113471
,,Q1169098
,,Q1283264
,,Q1619460
,,Q1624863
,,Q2229487
,,Q2310878
,,Q2364697
,,Q2390402
,,Q2411296
200000,,Q2475412
,,Q2501812
,,Q2704665
,,Q2750363
,,Q3059165
,,Q3104601
,,Q3202116
,,Q3220218
,,Q3220367
,,Q3231708
,,Q3231856
,,Q3284796
,,Q3429456
,,Q3520284
,,Q3531547
,,Q3536866
,,Q3819187
,,Q3819802
,,Q3932354
,,Q3992035
,,Q4659198
,,Q4878905
,,Q4905792
,,Q4974871
,,Q4982068
,,Q5090266
,,Q5222301
,,Q5308347
,,Q5400180
,,Q5450230
,,Q5454722
,,Q5489917
,,Q5583253
,,Q5607733
,,Q5637266
,,Q6494674
,,Q6517206
,,Q6817895
,,Q6871133
,,Q6946416
,,Q7105131
,,Q7118672
,,Q7123750
,,Q7262232
,,Q7303878
,,Q7492058
,,Q7622562
,,Q7633088
,,Q7717815
,,Q7737045
,,Q7737830
,,Q7761270
,,Q7775275
,,Q7775423
,,Q7777696
,,Q7802836
,,Q7847203
,,Q7903574
,,Q7939728
,,Q8030768
,,Q10514598
,,Q15052410
,,Q16207076
,,Q152206
,,Q248289
,,Q497043
,,Q609852
,,Q615028
,,Q677782
,,Q825972
,,Q833601
,,Q1194500
,,Q1211345
,200000,Q1218963
,,Q1219423
,,Q1510230
,,Q1731386
,,Q1758308
,,Q1965523
,,Q1995877
,,Q1996776
,,Q2247968
,,Q2443954
3500000,,Q2471731
,,Q2705401
,,Q2975821
,,Q3018262
,,Q3147140
,,Q3222473
,,Q3275793
,,Q3283991
,,Q3296280
,,Q3311843
,,Q3394268
,,Q3743977
,,Q3793094
,,Q3827690
,,Q3952417
,,Q3987077
,,Q3988563
,,Q3990021
,,Q4208855
,,Q4443197
,,Q4657787
,,Q4778880
,,Q4812512
,,Q4854751
,,Q5034132
,,Q5227990
1200000,,Q5228868
,,Q5265536
,,Q5439479
,,Q5948370
,,Q6009882
,,Q6124270
,,Q6440774
,,Q6461064
,,Q6691743
,,Q6703380
,,Q6770608
,,Q6770655
,,Q6798383
,,Q6864828
,,Q7001284
,,Q7077833
,,Q7298504
,,Q7380381
,,Q7396454
,,Q7405994
,,Q7439732
,,Q7445857
,,Q7460548
,,Q7630959
,,Q7683011
,,Q7737921
,,Q7748521
,,Q7750128
,,Q7903572
,,Q8056743
,,Q10393915
,,Q11008377
,,Q12122418
,,Q13564796
,,Q16249716
,,Q16955200
,,Q127021
,,Q188384
,,Q195809
,,Q221750
,,Q327546
,,Q402818
,,Q518906
,,Q672061
,,Q680265
,,Q730857
18000000,,Q771023
,,Q827774
,,Q912451
,,Q947706
,,Q955101
,,Q1077565
,,Q1305605
,,Q1467987
,,Q1572334
,,Q1652755
,,Q1672088
,,Q1675632
,,Q1701661
,,Q1763191
,,Q1777093
,,Q2291538
,,Q2529689
,,Q2636031
,,Q3023600
,,Q3059130
,,Q3147114
,,Q3427400
,,Q3621814
,,Q3718974
,,Q3801872
,,Q3869178
,,Q3986749
,,Q3988017
,,Q4317432
,,Q4375372
,,Q4380303
,,Q4460315
,,Q4682452
,,Q4783090
,,Q4944146
,,Q5105412
,,Q5123755
,,Q5145087
,,Q5191835
,,Q5245080
,,Q5245529
,,Q5284107
,,Q5397090
,,Q5415787
,,Q5428498
,,Q5574714
,,Q5582708
,,Q5924759
,,Q6065865
,,Q6109605
,,Q6172076
,,Q6448580
,,Q6455925
,,Q6746367
,,Q6807856
,,Q6814217
,,Q6916792
,,Q6983561
,,Q7125422
,,Q7419111
,,Q7426600
,,Q7689612
,,Q7710596
,,Q7718677
,,Q7731783
,,Q7745122
,,Q7758201
,,Q7762378
,,Q7772047
,,Q7775923
,,Q7797800
144978,,Q7832893
,,Q7918783
,,Q7928057
,,Q8046276
,,Q11039108
,,Q128624
65000000,64321501,Q148326
,,Q175278
,,Q262783
,,Q289469
,204600000,Q304030
,,Q498178
3200000,,Q555687
,,Q565623
430000,1200000,Q666082
,,Q675682
,,Q954740
,,Q1113812
,,Q1220120
8000000,15070285,Q1405126
,,Q1534737
,,Q1543508
,,Q1571869
,,Q1604885
,,Q1654891
,,Q1758827
,,Q1970972
,,Q2301732
,2515917,Q2409617
,,Q2529456
,,Q3040103
,,Q3067833
,,Q3076456
,,Q3136785
,,Q3156595
,,Q3212347
,,Q3280560
,,Q3392255
,,Q3400480
,,Q3403483
,,Q3418108
,,Q3497583
,,Q3523786
,,Q3773371
,,Q3987850
,,Q3990842
,,Q4353276
,,Q4896707
,,Q5047441
,,Q5063097
,,Q5140095
,,Q5287540
,,Q5305195
,,Q5352493
,,Q5506653
,,Q5520059
,,Q5521197
,,Q5527596
,,Q6464043
,,Q6777153
,,Q6883547
,,Q6938124
,,Q7044250
,,Q7112146
,,Q7155503
,,Q7171082
,,Q7180581
,,Q7200434
,,Q7240170
,,Q7252314
,,Q7294472
,,Q7397766
,,Q7456869
,,Q7489079
,,Q7517949
,,Q7711488
,,Q7716243
,,Q7783767
,,Q7784179
,,Q7796917
,,Q7977188
,,Q7987060
,,Q7989805
,,Q8068460
,,Q11058217
,,Q11508128
40000000,7000000,Q12084474
,,Q12127263
,,Q12130001
,,Q12985545
,,Q15401773
,,Q16254561
,,Q165932
130000000,403354469,Q192686
,,Q246711
54000000,14100523,Q267672
,,Q586766
,,Q601039
,,Q617997
,,Q619374
,,Q700601
,,Q742195
,,Q742203
,252207,Q854419
,,Q900885
,,Q972771
,,Q1035248
,,Q1083454
,,Q1129534
4150000,3230000,Q1213589
470000,5300000,Q1353697
,,Q1629395
2000000,411119,Q1663240
,,Q1817372
,,Q2005041
,,Q2056799
,,Q2080442
,,Q2185100
,,Q2355787
,,Q2544703
,,Q3020463
,,Q3082084
,,Q3129651
,,Q3163541
,,Q3223885
,,Q3237436
,,Q3266367
,,Q3400406
,,Q3421677
,,Q3646803
,,Q3828506
,,Q3855332
,,Q3855930
,,Q3937358
,,Q3985948
,,Q4242547
,,Q4339388
,,Q4378816
,,Q4701792
,,Q4780222
,,Q4815861
,,Q4840238
,,Q4900867
,,Q5151907
,,Q5304243
,,Q5349583
,,Q5521906
,,Q5565745
,,Q5583248
,,Q5589911
,,Q5615123
,,Q5618317
,,Q6109691
,,Q6161672
,,Q6424053
,,Q6945093
,,Q6945390
,,Q7102887
,,Q7238993
,,Q7262821
,,Q7296880
,,Q7535587
,,Q7604735
,,Q7688641
,,Q7734166
,,Q7734815
,,Q7734896
,,Q7742698
,,Q7747508
,,Q7750973
,,Q7760805
,,Q7769092
,,Q7804991
,,Q7825187
,,Q7835723
,,Q7882200
2000000,,Q7928898
,,Q8031347
,,Q8051968
,,Q14949725
,,Q16249438
,,Q16254195
,,Q32241
,,Q64173
,,Q260548
,,Q277605
1000000,51500000,Q499152
,,Q536299
,,Q544766
,,Q633073
,,Q663972
,,Q840495
,2444407,Q845077
,,Q846477
17000000,75000000,Q1050815
651000,925300,Q1057528
,,Q1123891
,,Q1141731
,,Q1159199
,,Q1171502
,,Q1216648
,,Q1471937
25000000,13938332,Q1630741
460000,,Q1631423
29000000,20146150,Q1635199
,,Q1867416
,,Q1961833
,,Q2083048
,,Q2153352
1200000,,Q2562723
,,Q2842671
,,Q2880477
,,Q2915397
,,Q3029740
,,Q3232701
,,Q3414863
,,Q3660950
,,Q3804247
,,Q3863256
,,Q3966787
,,Q3986461
,,Q4121945
,,Q4359782
,,Q4545957
,,Q4658057
,,Q4661518
,,Q4693263
,,Q4702128
,,Q4754316
,,Q4781792
,,Q4788369
,,Q4985174
,,Q5247281
,,Q5420821
,,Q5435687
,,Q5463189
,,Q5620323
,,Q5906131
,,Q6032799
,,Q6413042
,,Q6662838
,,Q6749151
,,Q7144979
,,Q7238330
,,Q7303539
,,Q7304108
,,Q7304869
,,Q7398916
,,Q7458358
,,Q7620429
,,Q7653273
,,Q7720753
,,Q7726562
,,Q7750463
,,Q7755309
,,Q7758962
,,Q8027975
,,Q12069787
,,Q12124829
,,Q12980362
,,Q16251776
50000,250000,Q129055
30000000,70099045,Q165325
,,Q209737
,,Q288355
,,Q290773
,2000000,Q512247
,,Q572931
,,Q596319
,,Q682904
,,Q689630
,,Q777296
,,Q1236851
36000000,44000000,Q1385502
,,Q1402422
,,Q1423568
,,Q1493714
,,Q1632262
,,Q1962561
,,Q2010678
,,Q2025578
,,Q2056593
,2100000,Q2252714
,,Q2421176
,,Q2580827
,,Q2877834
,,Q3073732
,,Q3198797
,,Q3277352
,,Q3424307
,,Q3453246
1200000,700000,Q3488530
,,Q3736738
,,Q4040451
,,Q4197772
,,Q4254248
,,Q4657724
,,Q4690548
,,Q4851207
,,Q4881388
,,Q4896285
,,Q5089311
,,Q5122589
,,Q5123701
,,Q5242390
,,Q5515104
,,Q6037482
,,Q6308571
,,Q6353939
,,Q6386783
,,Q6401233
,,Q6437477
,,Q6503522
,,Q6692509
,,Q6727375
,,Q6825594
,,Q6919087
,,Q6945010
,,Q6966377
,,Q7168538
,,Q7238285
,,Q7238968
,,Q7366600
,,Q7379927
,,Q7442956
,,Q7497714
,,Q7560717
,,Q7621346
,,Q7683464
,,Q7714997
,,Q7729084
,,Q7735993
,,Q7754501
,,Q7755896
,,Q7771649
,,Q7811328
,,Q7824623
,,Q7837959
,,Q7859663
,,Q7897136
,,Q8034610
,,Q8056996
,,Q12127556
,,Q114434226
30000000,,Q49021
,,Q129049
,,Q203334
,,Q322612
,,Q498384
145000000,209397903,Q628154
,,Q666077
,,Q778505
12000000,5972884,Q926789
1100000,,Q928508
,,Q959838
,,Q1029789
,,Q1149805
3440000,10000000,Q1215745
,,Q1299410
,,Q1403047
,,Q1546058
,,Q1577763
,,Q1656994
,,Q1755023
,,Q1796408
,,Q1952540
,,Q1954593
,,Q2024105
,,Q2083956
,,Q2308797
,,Q2363856
,,Q2364743
,,Q2411675
,,Q2464386
,,Q2489949
,,Q2577045
2000000,1125910,Q2704431
,,Q2748644
,,Q3024122
,,Q3089372
,,Q3204110
,,Q3423505
,,Q3425503
,,Q3570064
,,Q3585759
,,Q3986319
,,Q4184239
,,Q4313927
,,Q4655342
,,Q4655998
,,Q4672550
,,Q4747635
,,Q5087860
,,Q5158288
,,Q5252805
,,Q5308324
,,Q5455356
,178576,Q5610898
,,Q5640283
,,Q5792297
,,Q5987784
,,Q6488449
,,Q6507640
,,Q6690793
,,Q6699787
,,Q6888768
,10820846,Q6957734
,,Q7135420
,,Q7270585
,,Q7304402
,,Q7508297
,,Q7714411
,,Q7720891
,208739,Q7728163
,,Q7740124
,,Q7752170
,,Q7766511
,,Q7783719
,,Q7811107
,,Q7828664
,,Q7987771
,,Q8031393
,,Q8073044
,,Q12125152
,,Q12131894
,,Q16999207
,,Q229636
,,Q251910
,,Q257514
25000000,232225908,Q330332
2500000,8750000,Q331017
,,Q337940
,,Q357086
,,Q466436
,,Q471951
,,Q606928
60000,248639099,Q644554
,,Q743463
5000000,24148068,Q784514
,,Q901148
,,Q933910
,,Q944115
,,Q1009708
15000000,,Q1039395
,,Q1094839
,,Q1143646
,,Q1157116
,,Q1171209
9000000,18564613,Q1193503
,,Q1197109
,,Q1213752
,,Q1232077
,,Q1331849
,,Q1393415
,,Q1437448
,,Q1625975
,,Q1770417
,,Q1963051
,,Q2896245
,,Q2986181
,,Q3283785
,,Q3342006
,,Q3428866
,,Q3444200
,,Q3481656
,,Q4508565
,,Q4657919
,,Q4661353
,,Q4690195
,,Q4702934
,,Q4745668
,,Q4982813
,,Q5050350
,,Q5145864
,,Q5269886
,,Q5279893
,,Q5381006
,,Q5908467
,,Q6343388
,,Q6492318
,,Q6517827
,,Q6688265
,,Q7079442
,,Q7080126
,,Q7136309
,,Q7187232
,,Q7207526
,,Q7332466
,,Q7334942
,,Q7439484
,,Q7504573
,,Q7597321
,,Q7653862
,,Q7680521
,,Q7736595
,,Q7750402
,,Q7759774
,,Q7764371
,,Q7773971
,,Q7798679
,,Q7898144
,,Q10335947
,,Q11268003
,,Q12103382
,,Q12119140
,,Q12124775
,,Q14954033
12000000,18800000,Q59566
,,Q176801
,,Q186504
325000,47274000,Q221103
,,Q230480
,,Q323401
,,Q492288
,,Q506644
,,Q592391
3000000,,Q639969
,,Q847320
,,Q957509
,,Q1196288
,,Q1217247
,,Q1359366
735000,1111000,Q1536124
,,Q1545189
,,Q1567203
,,Q1783958
,,Q2414837
,,Q2541760
,,Q2550293
,,Q2581338
,,Q3069838
,,Q3202418
,,Q3222385
,,Q3223441
,,Q3224322
,,Q3235137
,,Q3235162
,,Q3273809
,,Q3282532
,,Q3282810
,,Q3352594
,,Q3415232
,,Q3548663
,,Q3877557
800000,,Q3976041
,,Q4368429
,,Q4391725
,,Q4462295
,,Q4662627
,,Q4740059
,,Q4987215
,,Q5183081
,,Q5216029
,,Q5284094
,,Q5375050
,,Q5381433
,,Q5411239
,,Q5451715
,,Q5602541
,,Q5616342
,,Q5985161
,,Q6011139
,,Q6038430
,,Q6123533
,,Q6838545
,,Q6916024
,,Q6958828
,,Q7022132
,,Q7040780
,,Q7045907
,,Q7091488
,,Q7096656
,,Q7121511
,,Q7121956
,,Q7136588
,,Q7305202
,,Q7376915
,,Q7399711
,,Q7532265
,,Q7652939
,,Q7653838
,,Q7738847
,,Q7744746
,,Q7827122
,,Q7828634
,,Q7839650
,,Q7842553
,,Q7852113
,,Q7968506
,,Q7997239
,,Q11920827
,,Q12126673
,,Q12428145
,,Q164766
,,Q178070
,,Q237222
,,Q331760
,,Q507285
,,Q577469
,311312624,Q635632
,,Q636294
,,Q684870
,,Q738462
5900000,2120439,Q747551
,,Q756572
20000000,17513452,Q768192
,,Q822930
,,Q876851
,,Q1194147
20000000,,Q1195192
,,Q1219582
,,Q1465829
,,Q1553290
,,Q1751157
,5302912,Q1790524
,,Q1812183
,,Q1813130
,,Q1816997
,,Q2049763
,,Q2289807
,,Q2740166
,,Q2985396
,,Q3222787
,,Q3275371
,,Q3326142
,,Q3363736
,,Q3705072
,,Q3754263
,,Q3983334
,,Q3987663
,,Q4507741
,,Q4658095
,,Q4661128
,,Q4817209
,,Q4845410
,,Q4860765
,,Q4906337
,,Q4922572
,,Q4923205
,,Q4967015
,,Q5065965
,,Q5098148
,,Q5350227
,,Q5469156
,,Q6139395
,,Q6426684
,,Q6491352
,,Q6545082
,,Q6998619
,,Q7070647
,,Q7109339
,,Q7124149
,,Q7142860
,,Q7247077
,,Q7262485
,,Q7306265
,,Q7312863
,,Q7315389
,,Q7415469
,,Q7539312
,,Q7620043
,,Q7622366
,,Q7637365
,,Q7647028
,,Q7711473
,,Q7727813
,,Q7728298
,,Q7735039
,,Q7746063
,,Q7748060
10000000,,Q7760475
,,Q7761840
,,Q7764289
,,Q7804659
,,Q11868826
,,Q12980221
,,Q14949848
30000000,42073277,Q45394
,,Q231998
,,Q252529
,,Q383173
,,Q389151
,256700000,Q465227
,,Q493788
,,Q501105
,,Q598983
,,Q689318
,,Q728618
28000000,,Q761548
,,Q1083390
,,Q1085177
,,Q1209189
,,Q1218039
,,Q1326725
60000000,55003135,Q1352085
,,Q1742092
,,Q1748379
,,Q1831792
,,Q1861290
,,Q2009982
,,Q2091643
,,Q2266061
,,Q2347145
,,Q2564571
,,Q2631932
,,Q2840651
,,Q3033566
,,Q3094945
,,Q3145074
,,Q3203845
,,Q3232251
,,Q3376112
,,Q3427397
,,Q3442049
,,Q3486915
,,Q4024249
,,Q4491086
,,Q4659431
,,Q4803465
,,Q4829821
,,Q4929441
,204160,Q5056580
,,Q5146228
,,Q5147847
,,Q5236826
,,Q5244987
,,Q5276613
,,Q5287347
,,Q5302903
,,Q5310495
,,Q5370605
,,Q5433000
,,Q5433501
,,Q5531635
,,Q5532603
,,Q5612066
,,Q6109625
,,Q6154041
,,Q6401235
,,Q6772851
,,Q6945434
,,Q7080367
,,Q7081510
,,Q7121448
,,Q7137017
,,Q7187333
,,Q7315590
,,Q7410192
,,Q7539906
,,Q7659297
,,Q7722263
,,Q7727256
,,Q7729992
,,Q7745929
,,Q7851816
,,Q7911816
,,Q7935916
,,Q14823179
1164000,2836000,Q59317
,,Q268308
,,Q268668
,,Q281301
,,Q372299
,,Q663034
,,Q860486
,,Q932965
,,Q1165516
1700000,,Q1197489
,,Q1217069
,,Q1407454
,,Q1415029
,,Q1467748
,,Q1509274
,,Q1535656
,,Q1755114
,,Q1988359
,,Q1996495
,,Q2309562
1000000,443169,Q2363623
,,Q2365523
,,Q2388774
,,Q2471434
,,Q2551779
,,Q2792170
,,Q2877657
,,Q2999017
,,Q3209906
,,Q3281803
,,Q3346213
,,Q3422261
,,Q3423831
,,Q3483691
,,Q3506127
,,Q3700590
,,Q3825286
,,Q3860645
,,Q3913158
,,Q3942919
,,Q3987499
,,Q3990529
,,Q4003563
,,Q4186678
,,Q4657273
,,Q4708182
,,Q4729787
,,Q4955502
,,Q5050595
,,Q5192843
,,Q5269239
,,Q5422819
,,Q6159321
,,Q6483822
,,Q6819149
,,Q6835542
,,Q6890824
,,Q7237709
,,Q7261303
,,Q7265201
,,Q7335858
,,Q7395923
,,Q7445973
,,Q7459924
,,Q7532841
,,Q7535279
,,Q7558315
,,Q7560921
,,Q7639774
,,Q7673200
,,Q7681449
,,Q7712670
,,Q7739284
,,Q7743241
,,Q7754530
,,Q7759784
,,Q7761362
,,Q7763531
,,Q7771992
,,Q7776169
,,Q7846429
,,Q7857870
,,Q7907827
,,Q7937978
,,Q10371929
,,Q12124755
,,Q16825090
,,Q59503
13500000,33400000,Q59567
70000000,374111707,Q156394
,,Q311626
,,Q427192
,,Q481151
,,Q494772
,,Q504829
,,Q654160
,,Q683563
,,Q753633
,,Q769712
,,Q771754
,,Q830558
,,Q880897
,,Q1128587
,,Q1132715
11500000,72778712,Q1138620
11000000,245000000,Q1144330
,,Q1269669
,,Q1306837
,,Q1504568
,,Q1519907
,,Q1752897
,,Q1988727
,,Q1999568
,,Q2084596
138005,,Q2264443
,,Q2464930
,,Q2470794
,,Q2534662
,,Q2893077
,,Q3156571
,,Q3208643
,,Q3234453
,,Q3275930
,,Q3644028
,,Q3646823
,,Q3747922
,,Q3805541
,,Q3819745
,,Q3987389
,,Q4518859
,,Q4656968
,,Q4657227
,,Q4659405
,,Q4661035
,,Q4743156
,,Q4900131
,199329,Q4968055
,,Q5098574
,,Q5179161
,,Q5193097
,,Q5227721
,,Q5251539
,,Q5302947
,,Q5304345
,,Q5349735
,,Q5427460
,,Q5433750
,,Q5449349
,,Q5459194
,,Q5602608
,,Q5614702
,,Q5618612
,,Q5755883
,,Q5914655
,,Q5927803
,,Q5965544
,,Q5976628
,,Q6009077
,,Q6733612
,,Q7081677
,,Q7191162
,,Q7207808
,,Q7395818
,,Q7409035
,,Q7524334
4500000,406881,Q7538565
,,Q7547573
,,Q7694943
,,Q7716162
,982000,Q7736240
,,Q7738037
,,Q7740655
,,Q7752031
,966160,Q7884348
,,Q8073753
,,Q8074448
,,Q48734
,30925690,Q114819
,,Q285421
,,Q427296
,,Q518492
23000000,76488889,Q527380
,,Q700830
,2400000000,Q706592
,,Q749011
,,Q903895
,,Q941654
,,Q977899
,,Q1219758
,,Q1304303
,,Q1432521
,,Q1521934
,,Q1535888
,,Q1580373
,,Q1629022
,,Q1756394
,322291,Q1759309
5000000,5224938,Q1782738
,,Q1920111
,,Q1933767
,,Q1994508
,,Q2024064
,,Q2162215
,,Q2448596
,,Q2559129
,,Q2625088
,,Q2831765
,,Q2867169
,,Q2948474
,,Q3283827
,,Q3361689
,,Q3418178
,,Q3475399
,,Q3545643
,,Q3772095
,,Q3986863
,,Q3990877
,,Q4375173
,,Q4424359
,1505684,Q4431081
,,Q4546010
,,Q4657589
,,Q4657631
,58850,Q4763958
,,Q4766080
,,Q4880859
,,Q5148627
,,Q5351096
,,Q5352389
,,Q5432970
,,Q5442779
,,Q5515105
,,Q5576354
,,Q5651464
,,Q5917759
,,Q6109601
,,Q6466125
,,Q6726527
,,Q6739785
,,Q6842780
,,Q6878117
,,Q7025972
,,Q7197898
,,Q7424189
,,Q7430362
,,Q7502945
,,Q7524912
,,Q7560660
,,Q7774258
,,Q7775565
,,Q7833003
,,Q7897072
,,Q8063293
,,Q11023109
,,Q12103900
,,Q16249872
,,Q17036340
,,Q129078
,,Q151937
,,Q162650
,,Q244929
14000000,13015688,Q409064
,,Q539286
,,Q645447
,,Q648289
30000000,66100000,Q695297
,,Q774229
350000,,Q784993
,,Q786342
,,Q908105
,,Q945470
,,Q959679
,,Q1165969
,,Q1170168
,,Q1225387
,,Q1262479
,,Q1409481
,,Q1426423
,,Q1617438
,,Q1722396
237000,536000,Q1749792
,,Q1937392
,,Q2157567
,,Q2207300
,,Q2356752
,,Q2413543
,,Q2915039
,,Q2946971
,,Q3054129
,,Q3078109
,51005000,Q3221365
,,Q3397861
,,Q3490209
,,Q3521968
,,Q3536733
,,Q3539599
,,Q3559142
,,Q3966013
,,Q3987282
,,Q4018085
,,Q4390240
,,Q4661400
,,Q4667410
,,Q4701202
,,Q4747700
,,Q4803404
,,Q4848906
,,Q5018048
,,Q5067885
,,Q5091824
,,Q5177063
,,Q5244957
,,Q5245218
,,Q5619345
,,Q6010687
,,Q6080631
,,Q6182344
,,Q6464159
,,Q6530195
,,Q7190614
,,Q7258339
,,Q7286659
,,Q7339596
,,Q7340823
,,Q7355065
,,Q7408948
,,Q7564926
,,Q7720462
,,Q7726871
,,Q7732397
,,Q7748184
,,Q7762946
,,Q7770982
,,Q7771698
,,Q7775529
,,Q7884457
4000000,,Q7976860
,,Q8068528
,,Q8074754
,,Q8925318
,,Q12124555
,,Q12446251
,,Q15983103
,,Q82949
,,Q113149
,,Q210873
,,Q223122
,,Q302570
,,Q324476
,,Q422997
,,Q441444
900000,,Q503046
,,Q592915
,,Q749102
,,Q827095
,,Q842086
,,Q1055223
,,Q1153451
,,Q1195329
,,Q1601681
,,Q1616729
,,Q1666246
,,Q1760686
,,Q1765734
,,Q2054362
,,Q2255133
,,Q2315929
,,Q2414128
,,Q2580764
,,Q2836922
,,Q2963579
,,Q3005625
,,Q3061612
,,Q3090759
,,Q3148535
,,Q3186821
,,Q3210792
,,Q3522668
,,Q3549019
,,Q3822606
,,Q3989417
,,Q4024066
,,Q4027067
,,Q4185360
,,Q4445541
,,Q4468673
,,Q4700866
,,Q4795724
,,Q4807590
,,Q4967474
,,Q4998733
,,Q5140857
,,Q5352522
,,Q5432300
,,Q5520428
,,Q5574747
,,Q5603130
,,Q5754840
,,Q6466150
,,Q6720891
,,Q6794840
,,Q6809687
,,Q6815637
,,Q6875963
,,Q7034012
,,Q7045260
,,Q7532073
,,Q7655595
,,Q7717380
,,Q7761420
,,Q7773299
3000000,,Q7835477
,,Q7862261
,,Q7897716
,,Q8057717
,,Q8058973
,,Q8062163
,,Q8069305
,,Q12125073
,,Q12125241
,,Q12812808
,,Q15911102
,,Q16251873
,,Q16840647
,,Q55526595
22000000,424208848,Q20456
,,Q120231
,,Q331698
,,Q384243
,,Q463313
,,Q502608
,,Q535505
,,Q542988
17000000,33000000,Q626483
,,Q637632
,,Q700037
,,Q820501
70000000,255000211,Q824389
,,Q837823
,,Q885164
60000000,43061982,Q925384
,,Q1160005
,,Q1195631
,,Q1196689
,,Q1405901
,,Q1567345
,,Q1636893
,,Q1810758
,,Q1822915
,,Q2006853
,,Q2255971
,,Q2456145
2800000,,Q2596586
,,Q2625478
,,Q3111804
,,Q3213742
,,Q3232363
850000,,Q3283311
,,Q3424381
,,Q3428577
,,Q3535913
,,Q3557893
,,Q3614255
,,Q4225723
,,Q4454922
,,Q4657386
,,Q4661606
,,Q4731211
,,Q4827199
,,Q4832493
,,Q4854224
,,Q4860852
,,Q4882853
,,Q4973319
,,Q5291756
,,Q5450364
,,Q5507277
,,Q5520737
,,Q5565064
,,Q5762633
,,Q6090316
,,Q6154039
,,Q6470636
,,Q6749940
,,Q6751079
,,Q7004212
,,Q7044443
,,Q7105150
,,Q7125003
,,Q7155540
,,Q7194670
,,Q7288570
,,Q7294762
,,Q7426915
,,Q7522618
,,Q7675653
,,Q7876303
,,Q12125221
,,Q12126083
,,Q16923753
,,Q16960346
,,Q25760
,,Q64083
,,Q83505
,,Q128320
,,Q188019
,,Q228867
19000000,51438175,Q276415
,,Q380841
,,Q648231
170000000,222000000,Q740528
,,Q751842
,,Q782862
,,Q810851
,,Q1128727
5000000,,Q1419797
,,Q1584406
,,Q1630226
,,Q2040254
,,Q2213949
,,Q2223821
,,Q2292697
,,Q3148797
,,Q3283124
,,Q3400638
,,Q3536183
,,Q3793118
,,Q3807044
,,Q3819406
,,Q3929292
,,Q3989030
,,Q4120222
,,Q4184114
,,Q4726436
,,Q5162886
,,Q5203382
,,Q5225923
,,Q5274337
,,Q5277225
,,Q5352322
,,Q5437289
,,Q5437545
,,Q5505092
,,Q5520909
,,Q6123116
,,Q6219250
,,Q6360121
,,Q6371124
,,Q6436426
,,Q6466833
,,Q6730988
,,Q6746383
,,Q6772954
,,Q6817848
,,Q6945031
,,Q6945255
,,Q6946249
,,Q7044660
,,Q7079026
,,Q7144780
,,Q7395467
,,Q7423202
,,Q7425771
,,Q7445889
,,Q7499816
,,Q7531676
,,Q7549271
,,Q7571042
,,Q7710567
,,Q7711147
,,Q7718646
,,Q7733827
,,Q7740368
,,Q7746558
,,Q7763658
,,Q7883189
,,Q7914956
,,Q7937436
,,Q8051186
,,Q12116575
,,Q14834024
,,Q16954382
,,Q39072967
,,Q116426
,,Q151703
,,Q186864
,,Q425937
155000000,104386950,Q474082
,,Q616764
13500000,,Q746733
,,Q755959
,,Q851407
,,Q860377
20000000,18000000,Q954874
,,Q1056923
,,Q1059378
,,Q1090322
,,Q1090331
,,Q1198323
,,Q1200672
,,Q1269996
,,Q1334372
,,Q1493544
,,Q1604555
,,Q1688164
,,Q1691611
,,Q1766242
,,Q1852239
,,Q1930608
5000000,5313300,Q2557556
,,Q2758093
,,Q2927264
,,Q3306436
,,Q3401660
,,Q3612440
,,Q3739158
,,Q3790802
,,Q3794949
,,Q3828912
,,Q3870077
,,Q4655658
,,Q4673470
,,Q4940435
,,Q4977866
,,Q5068475
,,Q5175709
,,Q5313361
,,Q5350794
,,Q5431909
,,Q5618552
,,Q5708553
,,Q6469455
,,Q6732664
,,Q6875194
,,Q6890399
,,Q6937135
,,Q6945513
,,Q6956577
,,Q6989878
,,Q7081276
,,Q7135966
,,Q7140263
,,Q7231200
,,Q7271912
,,Q7462578
,,Q7544874
,,Q7562326
,,Q7633440
,,Q7710686
,,Q7712762
,,Q7718330
,,Q7718650
,,Q7728005
,,Q7738663
,,Q7786132
,,Q7998261
,,Q8073527
,,Q12974339
,,Q16251571
,,Q17025828
,,Q25521
,,Q39969
,,Q224165
,,Q237116
,,Q442417
,,Q583276
,,Q638267
,,Q661693
,,Q736938
,,Q737348
,,Q881027
,,Q881676
,,Q1139284
,,Q1166180
,,Q1194311
,,Q1226604
,,Q1300420
,,Q1489818
,,Q1581723
,,Q1764347
,,Q1785876
,,Q1943569
,,Q2015563
,,Q2016342
,,Q2071987
,,Q2084697
,,Q2107047
,,Q2370399
,,Q2497154
,,Q2648933
,,Q2910742
,,Q2946178
,,Q3003209
,,Q3147143
,,Q3208681
,,Q3285128
,,Q3567686
,,Q3822771
,,Q4184501
,,Q4508492
,,Q4661299
,,Q4801011
,,Q4873189
,,Q4996725
,,Q5098955
,,Q5163449
,,Q5211325
,,Q5237315
,,Q5252437
,,Q5274413
