budget,revenue,movie_wikidata_id
,,Q1143501
150000,,Q1218001
,,Q1232623
,,Q1323261
6000000,,Q1405677
,,Q1428092
,,Q1661356
,,Q1766336
,,Q1848116
,,Q1968656
,,Q1984098
,,Q2106565
807000,,Q2259762
,,Q2313747
,,Q2561866
,,Q2636079
,,Q2656371
,,Q2871942
,110864,Q2916143
,1343762,Q3007933
,,Q3072234
,,Q3129124
,,Q3191800
,,Q3284570
,,Q3363032
,,Q3373356
,,Q3472468
,,Q3736288
,,Q3986583
,,Q4367141
,,Q4400743
,,Q4656768
,,Q4657026
,,Q4725616
,,Q4792410
,,Q4897314
,,Q4900673
,,Q4901992
,,Q5183147
,,Q5215364
,,Q5325316
,,Q5380115
,,Q5393143
,,Q5416573
,,Q5453095
,,Q5466746
,,Q5575698
,,Q5609798
,,Q6816224
,,Q7094309
,,Q7297222
,,Q7559450
,,Q7682982
,,Q7716309
,,Q7719308
,,Q7731922
,,Q7736329
,,Q7746984
,,Q7827355
,,Q7846651
,,Q8029760
,,Q8048101
,,Q8404567
,,Q12101020
,,Q12116529
,,Q12127510
,,Q12913812
,,Q13648340
,,Q16249358
,,Q16996027
,,Q51743
,,Q74437
,493200000,Q192979
,,Q256037
,,Q269810
,,Q279058
,,Q288361
,,Q484773
,,Q500044
50000000,48169156,Q526690
,,Q573104
,,Q582147
,,Q689428
,,Q700875
,,Q728539
,,Q734008
,,Q776742
,,Q873313
,,Q1143085
,,Q1183257
,,Q1197463
,,Q1415194
,,Q1558887
,,Q1637791
,,Q1643330
,,Q1754956
,,Q1763572
,,Q1982202
,,Q2004460
,,Q2256780
,,Q2685934
,,Q2693973
,,Q2819997
,,Q3011267
,,Q3068933
,,Q3186994
,,Q3206634
,,Q3278350
,11496994,Q3282983
,,Q3399671
,,Q3506077
,,Q3519695
,,Q3822185
,,Q3989214
,,Q4126383
,,Q4184234
,,Q4424356
,,Q4655360
,,Q4668172
,,Q4790908
,,Q4837324
,,Q4849693
,,Q4901976
,,Q4972526
,,Q5159593
,,Q5267205
,,Q5268822
,,Q5276606
,,Q5286096
,,Q5449437
,,Q5475190
,,Q5500949
,,Q5521006
,,Q6089147
,,Q6463003
,,Q6517941
,,Q6540237
,,Q6675905
,,Q6682839
,,Q6721112
,,Q7311719
,,Q7538754
,,Q7647391
,,Q7718671
,,Q7736544
,,Q7755573
,,Q7758160
,,Q7768548
,,Q7769181
,,Q7823945
,,Q7941632
,,Q8048073
,,Q10328192
,,Q12203578
,,Q16250076
,,Q21568958
,,Q176433
,,Q300559
,,Q301032
,,Q351989
,,Q381758
,,Q502655
,,Q555014
,,Q558927
,,Q612287
,,Q634972
,,Q643972
,,Q771197
,,Q886189
,,Q921599
,,Q943961
,,Q950029
,,Q980015
,,Q1048645
,,Q1054876
,,Q1199345
,,Q1490198
,,Q1686618
,,Q1729018
,,Q1864826
,,Q1962005
,,Q2012956
,,Q2357638
,,Q2411321
,,Q2858085
,,Q3040408
,,Q3203688
,,Q3205513
,,Q3212502
,,Q3214181
,,Q3225254
,,Q3319596
,,Q3321119
,,Q3341875
,,Q3405395
,,Q3411300
,,Q3428289
,,Q3460807
,,Q3521134
,,Q3536308
,,Q3638578
,,Q3795467
,,Q3861013
,,Q3937862
,,Q4667407
,,Q4779127
,,Q4868248
,,Q5031147
,,Q5085751
,,Q5269301
,,Q5271361
,,Q5291690
,,Q5299322
,,Q5403060
,,Q5520986
,,Q5597644
,,Q6492739
,,Q6655226
,,Q6695515
,,Q6819146
,,Q6907717
,,Q6937759
,,Q7082032
,,Q7105148
,,Q7192693
,,Q7203742
,,Q7238333
,,Q7302974
,,Q7312813
,,Q7315563
,,Q7380135
,,Q7683961
,,Q7694473
,,Q7731503
,,Q7734840
,,Q7735321
,,Q7773990
,,Q7825292
,,Q7860929
,,Q7990055
,,Q7993122
,,Q11179585
,,Q12134961
,,Q12878223
,,Q16252434
,,Q16254091
,,Q16962131
,,Q129037
,,Q178826
17000000,72000000,Q201215
,17374595,Q239794
,,Q310617
,,Q428380
,,Q429520
,,Q622201
,,Q748530
,,Q781848
,27500000,Q797455
,,Q839230
,,Q848825
,,Q900362
,,Q939142
,,Q939385
,,Q1180275
,,Q1213489
,,Q1347352
,,Q1504143
,,Q1533822
,,Q1637390
,,Q1754532
,,Q1794537
,,Q2404394
,,Q2562732
,,Q2653573
,,Q2757891
,,Q2993106
,,Q3222580
,,Q3429315
,,Q3472331
,,Q3661743
,,Q3800802
,,Q3999960
,,Q4272175
,,Q4373808
,,Q4731161
,,Q4904980
,,Q5111437
,,Q5238758
,,Q5253934
,,Q5271999
,,Q5274382
,,Q5274383
,,Q5306567
,,Q5433707
,,Q5437575
,,Q5466889
,,Q5510516
,,Q5555671
,,Q5874617
,,Q6115233
,,Q6142536
,,Q6545377
,,Q6694470
,,Q6772945
,,Q6793667
,,Q7114339
,1363000,Q7178200
,,Q7203033
,,Q7310661
,,Q7314929
,,Q7445924
,,Q7492009
,,Q7532581
,,Q7676717
,,Q7720732
,,Q7722525
,,Q7737193
,,Q7769927
,,Q7774445
,,Q7830523
,,Q8027430
,,Q8057986
,,Q11001863
,,Q11694978
,,Q12103455
,,Q12125517
,,Q16976587
30000000,66486205,Q53719
,,Q129073
,,Q287740
,,Q373806
,,Q443326
,,Q570320
2400000,4107000,Q574057
,,Q655487
,,Q743203
,,Q777591
,,Q818849
,,Q841487
,,Q880236
,,Q971412
,,Q1133869
,,Q1169273
,,Q1305472
,,Q1307054
,7100000,Q1406288
,,Q1431567
,,Q1674808
,,Q2222439
,,Q2383610
,,Q2455693
,,Q2966752
,,Q2967565
,,Q3003813
,,Q3091293
,,Q3156600
,,Q3222391
,,Q3223803
,,Q3232803
,,Q3305239
,,Q3326141
,,Q3419893
,,Q3427615
,,Q3522459
,,Q3522800
,,Q3549030
,,Q3637709
,,Q3878234
,,Q3964221
,,Q3987191
,,Q4003625
,,Q4016634
,,Q4696791
,,Q4734370
,,Q4780033
,,Q4837199
,,Q4855106
,,Q5002900
,,Q5017230
,,Q5055548
,,Q5091415
,,Q5159164
,,Q5160102
,,Q5316807
,,Q5422836
,,Q5436904
,,Q5965951
,,Q6077894
,,Q6091114
,,Q6152803
,,Q6417181
,,Q6470044
,,Q6684259
,,Q6825596
,,Q6938134
,,Q7001976
,,Q7044328
,,Q7083242
,,Q7113699
,,Q7121453
,,Q7247579
,,Q7448594
,,Q7635898
,,Q7797610
,,Q7875591
,,Q7911834
,,Q8063397
,,Q8075438
,,Q11038827
,37664855,Q176488
,,Q200728
,,Q261145
710000000,1729717500,Q283555
,,Q319184
,,Q488345
,,Q562639
,,Q571167
,,Q602600
,,Q614854
,23300000,Q699717
,,Q716883
2500000,,Q722353
,,Q780702
,,Q826199
3000000,4028293,Q862058
,,Q966926
,,Q1125687
,,Q1198860
,,Q1210886
,,Q1319849
,,Q1510303
,,Q1568640
,,Q1637652
,,Q1758349
,,Q1931427
,,Q1961722
,,Q2527167
,,Q2549045
,,Q2657579
,,Q2792321
,,Q3221469
,,Q3284994
,,Q3319924
,,Q3505774
,,Q3657862
,,Q3665199
,,Q3772845
,,Q3820833
,,Q3837841
,,Q3996035
,,Q4019808
,,Q4395101
,,Q4699579
,,Q4739423
,,Q4742921
,,Q4927667
,,Q5026785
,,Q5028831
,,Q5053555
,,Q5084384
,,Q5267966
,,Q5276624
,,Q5285131
,,Q5497675
,,Q5732230
,,Q5984926
,,Q6512910
,,Q6748753
,,Q6751075
,,Q6818868
,,Q6886298
,,Q7168015
,,Q7240165
,,Q7302038
,,Q7458470
,,Q7514012
,,Q7719562
,,Q7738307
,,Q7750231
,,Q7752894
,,Q7769892
,,Q7773946
,,Q7784107
,,Q7784776
,,Q7786431
,,Q7876269
,,Q7971038
,,Q9019418
,,Q12124788
,,Q14931659
,,Q218290
45000000,10667893,Q225958
,,Q310734
,,Q494582
,,Q495737
,,Q518901
,,Q603440
,,Q661660
,,Q830430
,,Q858047
,,Q963081
,,Q969709
,,Q1130313
,,Q1268749
,,Q1305541
,,Q1387340
,,Q1395528
,,Q1425384
,,Q1498448
,,Q1610740
,,Q1656221
,,Q1679822
,,Q1714284
,,Q1764969
,,Q2087626
,,Q2090840
,,Q2251878
,,Q2268308
,,Q2394370
,,Q2466760
,,Q2549119
,,Q2819799
,,Q2995882
,378650,Q3039255
,,Q3203227
,,Q3236099
,,Q3287432
,,Q3401652
,,Q3485205
,,Q3506290
,,Q3553351
,,Q3621948
,,Q3822622
,,Q3985784
,,Q4023768
,,Q4083106
,,Q4087287
,,Q4142279
,,Q4454259
,,Q4657044
,,Q4661177
,,Q4661651
,,Q4690917
,,Q4731163
,,Q4802248
,,Q4817942
,,Q4866982
,,Q4924525
,,Q4938866
,31312,Q5141012
,,Q5446407
,,Q5447834
,,Q6508066
,,Q6881927
,,Q6884632
,,Q7029965
,,Q7044506
,,Q7262204
,,Q7317348
,,Q7515884
,,Q7549554
,,Q7701803
,,Q7727987
,,Q7739010
,,Q7759107
,,Q7763442
,,Q7820764
,,Q7821655
,,Q7859332
,,Q7908702
,,Q7977124
,,Q12100134
,,Q12101705
,,Q16249311
,,Q17625673
,,Q18647907
,,Q151924
,,Q448463
,,Q474072
,,Q498277
6900000,41410568,Q503338
,,Q581178
,,Q692367
,,Q737861
,,Q759230
,,Q775390
,,Q787765
,,Q921033
,,Q943906
,,Q947732
,,Q971265
,,Q1149368
,,Q1150930
,,Q1196610
,,Q1552174
,,Q1664376
,,Q1718337
,,Q1995296
,,Q2135949
,,Q2248805
,,Q2498193
,,Q2934333
,,Q3221022
,,Q3231270
,,Q3233701
,,Q3417261
,,Q3536447
,,Q3736205
,,Q4223853
,,Q4354588
,,Q4657915
,,Q4671069
,,Q4738303
,,Q4911522
,,Q5040873
,,Q5060040
,,Q5288753
,,Q5288778
,,Q5312184
,,Q5361847
,,Q5546211
,,Q5647659
,,Q5658935
,,Q5681567
,,Q6883468
,,Q6991636
,,Q7005443
,,Q7053629
,,Q7065308
,,Q7077398
,,Q7091821
,,Q7148500
,,Q7334448
,,Q7362433
,,Q7432354
,,Q7549702
,,Q7641668
,,Q7642293
,,Q7650632
,,Q7736769
,,Q7748213
,,Q7760476
,,Q7768121
,,Q7775550
,,Q7827295
,,Q7845564
,,Q7858462
,,Q7907914
,,Q7916368
,,Q8041721
,,Q10929627
,,Q11893320
,,Q12113912
,,Q12124897
,,Q14560098
,,Q16251916
,,Q17071855
,,Q106689913
,,Q4471
,,Q180403
120000000,259200000,Q229603
,,Q497748
14000000,320100000,Q504157
,230700000,Q570652
39000000,25514517,Q691611
,,Q821753
1484167,,Q848388
,,Q949449
,,Q1080924
,,Q1116772
,,Q1246289
,,Q1424273
,,Q1514240
,,Q1634805
7500000,796368,Q1757592
,,Q1775999
,,Q1823699
,,Q1888524
,,Q2032336
,,Q2162104
,,Q2235558
,,Q2383324
,,Q2390868
,,Q2412584
,,Q2819753
,,Q2830845
,,Q3007929
,,Q3201650
,,Q3423109
,,Q3430677
,,Q3714142
,,Q3870057
,,Q4189177
,,Q4309114
,,Q4388331
,,Q4660716
,,Q4808378
,,Q4818059
,,Q4920623
,,Q5067859
,,Q5141578
,,Q5183151
,,Q5226430
,,Q5247133
,,Q5349737
,,Q5352369
,,Q5399178
,,Q5417927
,,Q5459744
,,Q5469726
,,Q5597646
,,Q5602521
,863950,Q5749159
,,Q6075531
,,Q6478086
,,Q6783849
,,Q6898757
,,Q6941854
,,Q6960928
,,Q7163162
,,Q7208353
,,Q7228598
,,Q7256176
,,Q7304389
,,Q7318565
,,Q7334488
,,Q7363062
,,Q7409058
,,Q7561020
,,Q7577892
,,Q7621341
,,Q7700677
,,Q7702649
,,Q7749939
,,Q7750029
,,Q7764416
,,Q7768368
,,Q7776855
,,Q7820222
,,Q7881948
,,Q8057049
1200000,,Q12124985
,,Q12127425
,,Q12628080
,,Q17059707
,,Q62513
,,Q178423
,3204388,Q202982
,,Q222852
,,Q258204
25000000,,Q475293
,,Q551992
,,Q599188
,,Q600557
,,Q610435
,,Q768223
,,Q769286
,,Q1080841
,,Q1113719
,,Q1192601
,,Q1195651
,,Q1214986
,,Q1262450
,977106,Q1306776
,,Q1342267
,,Q1766190
,,Q2344050
,,Q2470533
,,Q2563230
,,Q2994000
,,Q3208895
,,Q3283441
,,Q3307568
,,Q3423494
,,Q3549493
,,Q3561666
,1700000,Q3790674
,,Q3826577
,,Q4685995
,,Q4694846
,,Q4697372
,,Q4771045
,,Q4782858
,,Q4808428
,,Q4822037
,,Q4837108
,,Q4926582
,,Q4944528
,,Q4972431
,,Q4999812
,,Q5102228
,,Q5276597
,,Q5282903
,,Q5351652
,,Q5418076
,,Q5583284
,,Q5710139
,,Q5755564
,,Q5967043
,,Q6009593
,,Q6463000
,,Q6488750
,266329,Q6929129
,,Q6961951
,,Q7096673
,,Q7134319
,,Q7135389
,,Q7600581
,,Q7733580
,,Q7763549
,,Q7764948
,,Q7813059
,,Q7813579
,,Q7825330
,,Q8031301
,,Q10998279
,,Q11023075
,,Q12154767
,321768,Q13582546
,,Q16249260
,,Q128945
,3000000,Q224926
,,Q303213
,,Q339204
,,Q479898
,,Q489818
,,Q600176
,,Q620100
,,Q624957
10000000,9000000,Q657075
,,Q753367
,,Q858836
,,Q883593
9000000,,Q891030
,,Q926845
5000000,17768757,Q959853
,,Q1008801
,,Q1145403
,,Q1168660
,,Q1185956
45000000,,Q1260289
14000000,,Q1278386
,,Q1306726
,,Q1517084
,,Q1632443
,,Q1733779
,,Q2056858
,,Q2364140
,,Q2649653
,,Q2756984
,,Q3059223
,,Q3154635
,,Q3234280
,,Q3319820
,,Q3427776
,,Q3540883
,,Q3629018
,,Q3773265
,,Q3795900
,,Q3831185
,,Q4251252
,,Q4659824
,,Q4729071
,,Q4730033
,,Q4749770
,,Q5072388
,,Q5287238
,,Q5421580
,,Q6316903
,,Q6424422
,,Q6466271
,,Q6774312
,,Q6802914
,,Q6817856
,,Q6876147
,,Q6945703
,,Q7062066
,,Q7084567
,,Q7161562
,,Q7228593
,,Q7232318
,,Q7395731
,,Q7451430
,,Q7459983
,,Q7461187
,,Q7530991
,,Q7652837
,,Q7718277
,,Q7720300
,,Q7727427
,,Q7734796
,,Q7737623
,,Q7759979
,,Q7771809
,,Q7772610
,,Q7774927
,,Q7821653
,,Q7923001
,,Q7939689
,,Q8049690
,,Q8868913
,,Q12126489
,,Q12126998
,,Q12127238
,4413745,Q115749
,,Q119341
,,Q127551
,,Q280434
,,Q365178
,,Q428668
,,Q429613
,,Q467541
,,Q642419
,,Q844679
,1324974,Q932814
,,Q943820
,,Q959876
,,Q976149
,,Q996020
,,Q1015963
,,Q1128745
200000,,Q1134041
70000000,,Q1194546
,,Q1213196
,,Q1213621
,,Q1218601
,,Q2110876
,,Q2351784
,,Q2515640
,,Q2819905
,,Q2894998
,,Q3013360
,,Q3029222
,,Q3042507
,,Q3094738
,,Q3179253
,,Q3234275
,,Q3416314
,,Q3420924
,,Q3429754
,,Q3655507
,,Q3696780
,,Q3791083
,,Q3868860
,,Q4183822
,,Q4526234
,,Q4656814
,,Q4661335
,,Q4730065
,,Q4817962
,,Q4854230
,,Q4901634
,,Q4902126
,,Q4912065
,,Q4944789
,,Q5002192
,,Q5248704
,,Q5250102
,,Q5288168
,,Q5577787
,,Q6004939
,,Q6350375
,,Q6383668
,,Q6444487
,,Q6656673
,,Q6910907
,,Q6965425
,,Q7043319
,,Q7091685
,,Q7111206
,,Q7128483
,,Q7161524
,,Q7239768
,,Q7293910
,,Q7403020
,,Q7460434
,,Q7531306
,,Q7561136
,,Q7602333
,,Q7712852
,,Q7720183
,,Q7736042
,,Q7745147
,,Q7759276
,,Q7759279
,,Q7765228
,,Q7804972
,,Q7884589
,,Q8047205
,,Q12126738
,,Q12126752
,,Q12132406
1800000,9440000,Q105702
,,Q228964
,,Q510181
,,Q577360
,,Q595333
,,Q658012
,,Q679571
,,Q699586
,,Q751341
,,Q764783
,,Q769337
,,Q818710
,,Q947694
,,Q957646
300000,,Q984164
,,Q1059683
,,Q1137535
,,Q1138065
,88795,Q1170853
,,Q1213701
,2350000,Q1216269
,,Q1216738
,,Q1218959
,,Q1219814
,,Q1305119
,,Q1335279
,,Q1406309
,,Q1516984
,,Q1702648
,,Q2046724
,,Q2329314
,,Q2445927
,,Q2543979
,,Q2612953
,,Q2661541
,,Q2714583
,,Q2719903
,,Q3012116
,,Q3025926
,,Q3212003
,,Q3227962
,,Q3283319
,,Q3338946
,,Q3419980
,,Q3790868
,,Q3819326
,,Q4003659
,,Q4189211
,,Q4545163
,,Q4659177
,,Q4690792
,,Q4744829
,,Q4849356
,,Q4863478
,,Q5035192
,,Q5264197
,,Q5272396
,,Q5276907
,,Q5439300
,,Q5706852
,,Q6319864
,,Q6517835
,,Q6659548
,,Q6691349
,,Q6772032
,,Q6794851
,,Q6966193
,,Q7093882
,,Q7105492
,,Q7264022
,,Q7292692
,,Q7435660
,,Q7514613
,,Q7531330
,,Q7718132
,,Q7719151
,,Q7733520
,1559000000,Q7742393
,,Q7747505
,,Q7758149
,,Q7827905
,,Q7993120
,,Q11098726
,,Q12124810
,,Q16251197
,,Q130714581
110000000,337580051,Q400332
30000000,68369434,Q421875
,,Q481348
,,Q488140
2000000,9250000,Q536560
,,Q600299
,,Q621354
,,Q641941
,,Q751130
1100000,,Q831437
,,Q933712
,,Q946512
,,Q965569
,,Q1026346
,,Q1126097
10000000,6203044,Q1139454
,,Q1191093
,,Q1536333
,,Q1553640
,,Q1642301
,,Q2079084
,,Q2187512
300000,,Q2426279
,,Q2542741
,,Q2567294
,,Q2577308
,,Q2999433
,,Q3160745
,,Q3270331
,,Q3424288
,,Q3572804
,,Q3660475
,,Q3731109
,,Q3778054
,,Q3795158
,,Q3821926
,,Q3837852
,,Q3977006
,,Q4095872
,,Q4659807
,,Q4659958
,,Q4767768
,,Q4837163
,,Q4846669
,,Q4936998
,,Q5090552
,,Q5099532
,,Q5155165
,,Q5207375
,,Q5220075
,,Q5264219
,,Q5384757
,,Q5553564
,,Q5692358
,,Q5694670
,,Q5978201
,,Q6130409
,,Q6553175
,,Q6746251
,,Q6878505
,,Q6899087
,,Q6984288
,,Q7040077
,,Q7081402
,,Q7145052
,,Q7260792
,,Q7621411
,,Q7730504
,,Q7733529
,,Q7735063
,,Q7745881
,,Q7751512
,,Q7772794
,,Q7775530
,,Q7832164
,,Q7879153
,,Q7883119
,4896817,Q8029053
,,Q8056907
,,Q8075642
,,Q12124578
,,Q12125296
,,Q12125305
,,Q152427
,,Q157975
29500000,168839459,Q175038
,,Q195449
,,Q280850
13000000,53424681,Q372514
,,Q471569
,,Q616986
100000000,65716126,Q662342
,,Q738000
,,Q797881
,,Q813983
,10167416,Q826494
,,Q1140935
,,Q1152489
,,Q1198723
5500000,1819912,Q1199439
,,Q1272933
,,Q1304993
,,Q1332246
9500000,32257799,Q1400547
,,Q1403510
,,Q1640894
,,Q1720855
,,Q1750312
,,Q1755660
,,Q1815725
,,Q1951300
,,Q1955024
,,Q1962691
,,Q1969030
,745000,Q2171744
,,Q2252654
,,Q2400146
,,Q2512149
,,Q2598746
,,Q2647587
,,Q2651448
,,Q2736281
,,Q3023206
,,Q3207047
,,Q3226549
,,Q3230506
,,Q3796570
,,Q3951309
,,Q4120752
,,Q4394855
,,Q4395162
,,Q4655930
,,Q4658880
,,Q4669855
,,Q4729219
,,Q4742708
,,Q4843127
,,Q4957165
,,Q4983414
,,Q5172393
,,Q5316970
,,Q5439475
,,Q5520934
,,Q5547293
,,Q5871470
,,Q5965806
,,Q5970149
,7778177,Q6390950
,,Q6419690
,,Q6751078
,,Q6915597
,,Q6928627
,,Q6946434
,,Q7074515
,,Q7133558
,,Q7135917
,,Q7200866
,,Q7240200
,,Q7336946
,,Q7395454
,,Q7399247
,,Q7445971
,,Q7654078
,,Q7717636
,,Q7739086
,52000,Q7743642
,,Q7770246
,,Q7999610
,,Q8057428
,,Q13110840
,,Q16968199
,,Q17055488
,,Q24904692
,,Q167647
,,Q195063
,,Q282666
,,Q481118
3500000,83453539,Q497256
,,Q498281
50000000,226349749,Q498287
,,Q617395
,,Q644297
,,Q693114
,,Q787658
,,Q842603
17900000,6948633,Q858860
,,Q882066
,,Q938799
,,Q946201
,,Q1124617
,,Q1141125
,,Q1199722
,,Q1464730
,,Q1472370
,,Q1616747
,,Q1762512
,,Q2035143
,,Q2067143
250000,2213927,Q2069423
,,Q2349624
,,Q2401311
,,Q2468213
,,Q2543479
,,Q2585061
,,Q2699996
,,Q2759885
,,Q2940418
,,Q3078400
,,Q3202665
,,Q3227030
,8134727,Q3264257
,,Q3420021
,,Q3448269
,,Q3453719
,,Q3480875
,,Q3545595
,,Q3595790
,,Q3699502
,,Q3988649
,,Q4184281
,,Q4673581
,,Q4875602
,,Q4928080
,,Q5056399
,,Q5216077
,,Q5286094
,,Q5312238
,,Q5352446
,,Q5368174
,,Q5392591
,,Q5416568
,,Q5557808
,,Q5564344
,,Q5651017
,,Q6345208
,,Q6798388
,,Q6928994
,,Q6935289
,,Q7108630
,,Q7295049
,,Q7295897
,,Q7418030
,,Q7508277
,,Q7576408
,,Q7620062
,,Q7676670
,,Q7721021
200000,,Q7738341
,,Q7744905
,,Q7785254
,,Q7786379
,,Q7962474
,,Q8000597
,,Q12130403
,,Q12476106
,,Q354525
,,Q421583
890062.95,,Q476439
,,Q482565
,,Q523062
,,Q548128
,,Q744825
,,Q905541
,,Q937303
,,Q963045
,,Q1169101
,,Q1170787
,,Q1211730
,,Q1338368
,,Q1339911
,,Q1632217
,,Q1659549
,,Q1742410
,,Q2066387
,,Q2337113
,,Q2444789
,439598,Q2515683
,,Q3019887
,,Q3039312
,,Q3073270
,,Q3175919
,,Q3213599
,,Q3230793
,,Q3375257
,,Q3415551
,,Q3748061
,,Q3768600
,,Q3870292
,,Q4029298
,,Q4449966
,,Q4489951
,,Q4549960
,,Q4747552
,,Q4812235
,,Q4978599
,,Q5084408
,,Q5120401
,,Q5122553
,,Q5141598
,,Q5166565
